name,cpu_brand,cpu_model,cpu_gen,gpu_brand,gpu_series,gpu_gen,ram_gb,rom_gb,reviews,price
"(AMD Ryzen 5 7500F, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce RTX 5060 (8 Гб), Windows 11 Pro), черный 4",AMD,RYZEN 5,75,NVIDIA,RTX,5060,16,256,5,790562
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V210 (Inte",INTEL,I3,0,NVIDIA,GTX,1060,16,512,2,271607
"Office (Intel Core i5-2400, RAM 4 ГБ, SSD 120 ГБ, Intel HD Graphics 2000, Windows 10 Pro), черный 4.",INTEL,I5,2,INTEL,INTEGRATED_INTEL,0,4,120,105,88934
"полностью новый компьютер с Windows 7 и 10 одновременно (AMD A8-8650, RAM 8 ГБ, SSD 120 ГБ, HDD 500 ",AMD,OTHER_AMD,0,AMD,OTHER_AMD,0,8,120,5,90476
"Lenovo m79 (AMD A10-6700, RAM 4 ГБ, AMD Radeon R7, Без ОС), черно-серый 4.6 635 отзывов 1 января",AMD,OTHER_AMD,0,AMD,OTHER_AMD,0,4,0,635,37070
"Игровой компьютер RTX 2060 SUPER 8GB RAM 32GB SSD 512GB 2650v2 (Intel Xeon E5-2650V2, RAM 32 ГБ, SSD",INTEL,XEON,26,NVIDIA,RTX,2060,32,512,323,390313
"Компьютер LuckyGame (Intel Xeon E5-2650V3, RAM 16 ГБ, SSD 500 ГБ, HDD 512 ГБ, NVIDIA GeForce GTX 105",INTEL,XEON,26,NVIDIA,GTX,1050,16,500,23,313749
"Office (Intel Core i5-2400, RAM 8 ГБ, SSD 240 ГБ, Intel HD Graphics 2000, Windows 10 Pro), черный 4.",INTEL,I5,2,INTEL,INTEGRATED_INTEL,0,8,240,105,103403
"(Intel Core i7-3770, RAM 16 ГБ, SSD 120 ГБ, Intel HD Graphics 4000, Windows 10 Pro), черный матовый ",INTEL,I7,3,INTEL,INTEGRATED_INTEL,0,16,120,0,123159
"(Intel Core i5-3550, RAM 16 ГБ, SSD 120 ГБ, Intel HD Graphics 2500, Без ОС), черный 1 января",INTEL,I5,3,INTEL,INTEGRATED_INTEL,0,16,120,0,116039
"Игровой компьютер RTX 4060 8GB RAM 64GB SSD 1024GB 2650v2 (Intel Xeon E5-2650V2, RAM 64 ГБ, SSD 1024",INTEL,XEON,26,NVIDIA,RTX,4060,64,1024,323,521672
"Игровой компьютер (Intel Xeon E5-2650V3, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GT 730 (4 Гб), Window",INTEL,XEON,26,NVIDIA,OTHER_NVIDIA,0,16,512,747,287642
"игровой компьютер CORETECH HYPER MINI (Intel Core i5-12400F, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce ",INTEL,I5,12,NVIDIA,RTX,5060,32,1024,24,889275
"Игровой компьютер ""BALANCE"" M2 NVME | WIFI (AMD Ryzen 5 5600, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce ",AMD,RYZEN 5,56,NVIDIA,RTX,3060,16,256,23,594505
"310SC (Intel Core i7-12700, RAM 16 ГБ, SSD 1024 ГБ, Intel UHD Graphics 770, Windows 11 Pro), 1969074",INTEL,I7,12,INTEL,INTEGRATED_INTEL,0,16,1024,9,542482
"(Intel Core i5-10400F, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Windows 11 Pro), чер",INTEL,I5,10,NVIDIA,RTX,3060,16,1024,33,599976
"(Intel Core i5-12400F, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 4060 (8 Гб), Windows 11 Pro), черн",INTEL,I5,12,NVIDIA,RTX,4060,16,1024,33,699244
"(Intel Core i3-12100F, RAM 32 ГБ, SSD 960 ГБ, NVIDIA GeForce RTX 2060 (6 Гб), Windows 10 Pro), черны",INTEL,I3,12,NVIDIA,RTX,2060,32,960,87,651316
"(AMD Ryzen 5 5500, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 2060 SUPER (8 Гб), Windows 10 Pro), бел",AMD,RYZEN 5,55,NVIDIA,RTX,2060,16,512,87,532757
"Black (Intel Core i5-12400F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 5070 (12 Гб), Windows 11 Pro)",INTEL,I5,12,NVIDIA,RTX,5070,16,512,1,1332904
"Chili Peppers (AMD Ryzen 5 5500, RAM 32 ГБ, SSD 960 ГБ, NVIDIA GeForce RTX 2060 (6 Гб), Windows 10 P",AMD,RYZEN 5,55,NVIDIA,RTX,2060,32,960,233,642829
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V144 (Inte",INTEL,I3,0,NVIDIA,RTX,2060,16,128,2,312153
"Игровой компьютер (AMD Ryzen 5 3600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), Wi",AMD,RYZEN 5,36,NVIDIA,GTX,1660,16,512,747,396602
"(Intel Core i5-10400F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Windows 10 Pro), черн",INTEL,I5,10,NVIDIA,RTX,3060,16,512,87,549328
"Мощный игровой (AMD Ryzen 5 5500, RAM 32 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3070 (8 Гб), Windows 11 ",AMD,RYZEN 5,55,NVIDIA,RTX,3070,32,512,315,570123
"112R (Intel Core i5-12400, RAM 16 ГБ, SSD 512 ГБ, Intel UHD Graphics 730, Windows 11 Pro), 20227593,",INTEL,I5,12,INTEL,INTEGRATED_INTEL,0,16,512,8,613159
"Игровой компьютер (Intel Core i5-3470, RAM 16 ГБ, SSD 512 ГБ, Intel HD Graphics 2000, Windows 10 Pro",INTEL,I5,3,INTEL,INTEGRATED_INTEL,0,16,512,747,176841
"(Intel Core i5-12400F, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce GTX 1060 (6 Гб), Windows 11 Pro), черны",INTEL,I5,12,NVIDIA,GTX,1060,16,256,5,481147
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V153 (Inte",INTEL,I3,0,NVIDIA,RTX,3060,16,256,2,377031
"Игровой компьютер ПК (Intel Core Ultra 9 285K, RAM 64 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5080 (16 Г",INTEL,ULTRA CORE,2,NVIDIA,RTX,5080,64,1024,0,10908469
"(Intel Core i7-4790, RAM 16 ГБ, SSD 120 ГБ, Intel HD Graphics 4600, Windows 10 Pro), черный матовый ",INTEL,I7,4,INTEL,INTEGRATED_INTEL,0,16,120,0,125180
"Альфа V1 (AMD Ryzen 7 7700, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5070 (12 Гб), Windows 11 Pro)",AMD,RYZEN 7,77,NVIDIA,RTX,5070,32,1000,104,1389653
"Office (Intel Core i5-2400, RAM 8 ГБ, SSD 120 ГБ, Intel HD Graphics 2000, Windows 10 Pro), черный 4.",INTEL,I5,2,INTEL,INTEGRATED_INTEL,0,8,120,105,97554
"Игровой компьютер ""BALANCE"" M2 NVME | WIFI (AMD Ryzen 5 5600, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce ",AMD,RYZEN 5,56,NVIDIA,RTX,3070,16,512,23,623719
"(Intel Core i3-2100, RAM 16 ГБ, SSD 120 ГБ, Intel HD Graphics 2000, Без ОС), черный 5.0 3 отзыва 1 я",INTEL,I3,2,INTEL,INTEGRATED_INTEL,0,16,120,3,82853
"Игровой компьютер ""BALANCE"" M2 NVME | WIFI (Intel Core i5-13400F, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeFo",INTEL,I5,13,NVIDIA,RTX,4070,16,256,23,940770
"компьютер (Intel Xeon E5-2650V2, RAM 32 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), Window",INTEL,XEON,26,NVIDIA,GTX,1660,32,512,211,365575
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V175 (Inte",INTEL,I3,0,AMD,RX,580,8,512,2,255385
"Игровой компьютер (Intel Core i3-3220, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GT 730 (4 Гб), Windows ",INTEL,I3,3,NVIDIA,OTHER_NVIDIA,0,16,512,747,212135
"Игровой компьютер ""BALANCE"" M2 NVME | WIFI (AMD Ryzen 5 5500, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce ",AMD,RYZEN 5,55,NVIDIA,RTX,2060,16,256,23,493868
"Офисный компьютер 8GEN (Intel Core i3-8100, RAM 8 ГБ, SSD 240 ГБ, Intel UHD Graphics 630, Windows 10",INTEL,I3,8,INTEL,INTEGRATED_INTEL,0,8,240,5,184640
"(AMD Ryzen 5 5500, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 4060 (8 Гб), Windows 11 Pro), черный 4.",AMD,RYZEN 5,55,NVIDIA,RTX,4060,16,512,33,624896
"(Intel Core i3-2100, RAM 8 ГБ, SSD 480 ГБ, Intel HD Graphics 2000, Windows), черный матовый 5.0 4 от",INTEL,I3,2,INTEL,INTEGRATED_INTEL,0,8,480,4,119349
"(AMD Ryzen 5 5500, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce GTX 1080 Ti (11 Гб), Windows 11 Pro), черн",AMD,RYZEN 5,55,NVIDIA,GTX,1080,32,1024,5,695913
Компьютер Planio 310H6SEV Mini (2109280) (i5 12400/16Gb/512GbSSD/UHD730/FreeDOS) (Intel Core i5-1240,INTEL,I5,12,INTEL,INTEGRATED_INTEL,0,16,0,0,387351
"Игровой компьютер (Intel Core i5-14400F, RAM 16 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5060 Ti (8 Гб), ",INTEL,I5,14,NVIDIA,RTX,5060,16,1000,17,684328
"Игровой компьютер ""BALANCE"" M2 NVME | WIFI (AMD Ryzen 5 5500, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce ",AMD,RYZEN 5,55,NVIDIA,RTX,3060,16,256,23,551225
"(Intel Core i5-10400F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GT 730 (4 Гб), Без ОС) 1 января",INTEL,I5,10,NVIDIA,OTHER_NVIDIA,0,16,512,0,391104
"C2 (AMD Ryzen 3 3200G, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon RX Vega 8, Windows 11 Pro), 20226963, черны",AMD,RYZEN 3,32,AMD,OTHER_AMD,0,16,512,2,488876
"(Intel Core i7-4790, RAM 16 ГБ, SSD 120 ГБ, Intel HD Graphics 4600, Windows 10 Pro), черный матовый ",INTEL,I7,4,INTEL,INTEGRATED_INTEL,0,16,120,0,121689
"Квант D3S (Intel Core i5-13400F, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5060 Ti (16 Гб), Windows",INTEL,I5,13,NVIDIA,RTX,5060,32,1000,104,1029544
"(Intel Core i7-4790, RAM 16 ГБ, SSD 256 ГБ, Intel HD Graphics 4600, Windows 10 Pro), черный матовый ",INTEL,I7,4,INTEL,INTEGRATED_INTEL,0,16,256,2,155181
"(Intel Core i5-4590, RAM 8 ГБ, SSD 256 ГБ, Intel HD Graphics 4600, Windows), черный матовый 1 января",INTEL,I5,4,INTEL,INTEGRATED_INTEL,0,8,256,0,121338
"Мощный игровой (AMD Ryzen 5 5600, RAM 32 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3070 (8 Гб), Windows 11 ",AMD,RYZEN 5,56,NVIDIA,RTX,3070,32,512,315,586878
"Игровой компьютер ПК (Intel Core Ultra 9 285K, RAM 64 ГБ, SSD 2048 ГБ, NVIDIA GeForce RTX 5080 (16 Г",INTEL,ULTRA CORE,2,NVIDIA,RTX,5080,64,2048,0,11044718
"(Intel Core i7-6700, RAM 16 ГБ, SSD 240 ГБ, Intel HD Graphics, Windows 10 Pro), черный 4.2 19 отзыво",INTEL,I7,6,INTEL,INTEGRATED_INTEL,0,16,240,19,195918
"(Intel Core i7-3770, RAM 8 ГБ, SSD 240 ГБ, Intel HD Graphics 4000, Windows 10 Home), черный матовый ",INTEL,I7,3,INTEL,INTEGRATED_INTEL,0,8,240,0,114661
"Игровой компьютер (Intel Core i5-13600KF, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 4060 Ti (8 Гб),",INTEL,I5,13,NVIDIA,RTX,4060,32,1024,74,957159
"Игровой компьютер 1529 (Intel Core i5-13400F, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 3050 (8 Гб)",INTEL,I5,13,NVIDIA,RTX,3050,32,1000,4,746191
"(AMD Ryzen 5 5500, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 2060 SUPER (8 Гб), Windows 11 Pro), чер",AMD,RYZEN 5,55,NVIDIA,RTX,2060,16,512,5,545532
"Игровой компьютер ""BALANCE"" M2 NVME | WIFI (Intel Core i5-12400F, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeFo",INTEL,I5,12,NVIDIA,RTX,3060,16,256,23,605325
"МОЩНЫЙ КОМПЬЮТЕР пк системный блок (Intel Core i5-2400, RAM 16 ГБ, SSD 512 ГБ, Intel HD Graphics, Wi",INTEL,I5,2,INTEL,INTEGRATED_INTEL,0,16,512,7,183366
"Игровой компьютер ПК системный блок Роскомп (Intel Core Ultra 9 285K, RAM 64 ГБ, SSD 1024 ГБ, NVIDIA",INTEL,ULTRA CORE,2,NVIDIA,RTX,5080,64,1024,0,10834836
"Игровой компьютер ""BALANCE"" M2 NVME | WIFI (AMD Ryzen 5 5500, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce ",AMD,RYZEN 5,55,NVIDIA,RTX,3070,16,256,23,567447
"(Intel Core i5-4590, RAM 8 ГБ, SSD 120 ГБ, Intel HD Graphics 4600, Windows 10 Home), черный матовый ",INTEL,I5,4,INTEL,INTEGRATED_INTEL,0,8,120,1,115436
"Office (Intel Core i3-2100, RAM 8 ГБ, SSD 120 ГБ, NVIDIA GeForce GT 710 (2 Гб), Windows 10 Pro), чер",INTEL,I3,2,NVIDIA,OTHER_NVIDIA,0,8,120,105,127327
"полностью новый компьютер с Windows 7 и 10 одновременно (AMD A10-7800, RAM 16 ГБ, SSD 512 ГБ, HDD 50",AMD,OTHER_AMD,0,AMD,OTHER_AMD,0,16,512,5,132250
"Office (Intel Core i5-2400, RAM 4 ГБ, SSD 240 ГБ, Intel HD Graphics 2000, Windows 10 Pro), черный 4.",INTEL,I5,2,INTEL,INTEGRATED_INTEL,0,4,240,105,94403
"Chili Peppers (AMD Ryzen 5 5500, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 2060 SUPER (8 Гб), Window",AMD,RYZEN 5,55,NVIDIA,RTX,2060,16,512,233,528843
"(AMD Ryzen 7 7800X3D, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5070 (12 Гб), Windows 11 Pro), черн",AMD,RYZEN 7,78,NVIDIA,RTX,5070,32,1024,115,1555643
"(AMD Ryzen 5 7500F, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 5050 (8 Гб), Windows 11 Pro), черный 4",AMD,RYZEN 5,75,NVIDIA,RTX,5050,16,512,5,774793
"Мощный игровой (AMD Ryzen 5 5500, RAM 32 ГБ, SSD 512 ГБ, AMD Radeon Pro Vega 56 (8 Гб), Windows 11 P",AMD,RYZEN 5,55,AMD,OTHER_AMD,0,32,512,315,506470
"(Intel Core i5-3340, RAM 8 ГБ, SSD 128 ГБ, Intel HD Graphics 2500, Windows), черный матовый 1 января",INTEL,I5,3,INTEL,INTEGRATED_INTEL,0,8,128,0,102353
"(Intel Core i3-3210, RAM 8 ГБ, SSD 240 ГБ, Intel HD Graphics 2500, Windows 10 Home), черный 1 января",INTEL,I3,3,INTEL,INTEGRATED_INTEL,0,8,240,0,101614
"Игровой компьютер GTX 1660 SUPER 6GB (Intel Xeon E5-2650V2, RAM 64 ГБ, SSD 1024 ГБ, NVIDIA GeForce G",INTEL,XEON,26,NVIDIA,GTX,1660,64,1024,323,391169
"Игровой компьютер ""BALANCE"" M2 NVME | WIFI (AMD Ryzen 5 7500F, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce",AMD,RYZEN 5,75,NVIDIA,RTX,3070,16,256,23,718942
"(Intel Core i5-3330, RAM 16 ГБ, SSD 120 ГБ, Intel HD Graphics 2500, Windows), черный матовый 5.0 3 о",INTEL,I5,3,INTEL,INTEGRATED_INTEL,0,16,120,3,123597
"Игровой компьютер ""BAZA V1"" Black | WI-FI | I3 12100F | I7 6700 | I7 3770 | I5 3570 | 2650V180 (Inte",INTEL,I3,0,AMD,RX,580,16,128,2,242649
"Игровой компьютер 1541 (Intel Core i7-13700F, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 3060 (12 Гб",INTEL,I7,13,NVIDIA,RTX,3060,32,1000,4,937711
"Мощный игровой (AMD Ryzen 5 5600, RAM 32 ГБ, SSD 512 ГБ, AMD Radeon Pro Vega 56 (8 Гб), Windows 11 P",AMD,RYZEN 5,56,AMD,OTHER_AMD,0,32,512,315,522175
"(AMD Ryzen 5 2600, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3070 для ноутбуков (8 Гб), Windows 11 ",AMD,RYZEN 5,26,NVIDIA,RTX,3070,32,1024,33,569861
"(AMD Ryzen 5 5600, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Windows 11 Pro), черный ",AMD,RYZEN 5,56,NVIDIA,RTX,3060,16,1024,5,706442
"(AMD Ryzen 5 5500, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 2060 SUPER (8 Гб), Windows 11 Pro), че",AMD,RYZEN 5,55,NVIDIA,RTX,2060,16,1024,33,541819
"J9 (Intel Core i5-13400F, RAM 32 ГБ, SSD 960 ГБ, NVIDIA GeForce RTX 4060 (8 Гб), Windows), черный 4.",INTEL,I5,13,NVIDIA,RTX,4060,32,960,402,827498
"(AMD Ryzen 5 7500F, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce RTX 3070 (8 Гб), Windows 11 Pro), черный 4",AMD,RYZEN 5,75,NVIDIA,RTX,3070,16,256,5,716952
"(Intel Core i5-12400F, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 4060 (8 Гб), Windows 11 Pro), черн",INTEL,I5,12,NVIDIA,RTX,4060,32,1024,33,765559
"(Intel Core i5-3450, RAM 16 ГБ, SSD 128 ГБ, Intel HD Graphics 2500, Windows 10 Pro), черный матовый ",INTEL,I5,3,INTEL,INTEGRATED_INTEL,0,16,128,0,111907
"(AMD Ryzen 5 2600, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Windows 11 Pro), черный 4",AMD,RYZEN 5,26,NVIDIA,RTX,3060,16,256,33,523123
"Office (Intel Core i3-3220, RAM 16 ГБ, SSD 120 ГБ, Intel HD Graphics 2000, Windows 10 Pro), черный 4",INTEL,I3,3,INTEL,INTEGRATED_INTEL,0,16,120,105,99424
"Lenovo m79 (AMD A10-6700, RAM 8 ГБ, AMD Radeon R7, Без ОС), черно-серый 4.6 635 отзывов 1 января",AMD,OTHER_AMD,0,AMD,OTHER_AMD,0,8,0,635,44885
"Мультимедийный компьютер ITP Premium 1228 (AMD Ryzen 3 1200, RAM 8 ГБ, SSD 512 ГБ, NVIDIA GeForce GT",AMD,RYZEN 3,12,NVIDIA,OTHER_NVIDIA,0,8,512,0,298822
"Игровой компьютер Paladin 2903 (AMD Ryzen 7 8700F, RAM 32 ГБ, SSD 1000 ГБ, HDD 2000 ГБ, NVIDIA GeFor",AMD,RYZEN 7,87,NVIDIA,RTX,5060,32,1000,1,1343842
"Игровой компьютер RTX 5060 8GB RAM 64GB SSD 1024GB 2650v2 (Intel Xeon E5-2650V2, RAM 64 ГБ, SSD 1024",INTEL,XEON,26,NVIDIA,RTX,5060,64,1024,323,543401
"(Intel Core i5-2400, RAM 8 ГБ, SSD 120 ГБ, Intel HD Graphics 2000, Windows 10 Pro), черный матовый 1",INTEL,I5,2,INTEL,INTEGRATED_INTEL,0,8,120,0,96570
"(AMD A10-6790K, RAM 4 ГБ, AMD Radeon 530 (4 Гб), ) 5 января",AMD,OTHER_AMD,0,AMD,OTHER_AMD,0,4,0,0,33232
"Триумф D4 (AMD Ryzen 5 7500F, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5070 (12 Гб), Windows 11 Pr",AMD,RYZEN 5,75,NVIDIA,RTX,5070,32,1000,104,1321975
"Триумф D3S (AMD Ryzen 5 7500F, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5060 Ti (16 Гб), Windows 1",AMD,RYZEN 5,75,NVIDIA,RTX,5060,32,1000,104,1198592
"Игровой компьютер (Intel Core i7-3770, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce GTX 1660 SUPER (6 Гб), ",INTEL,I7,3,NVIDIA,GTX,1660,16,512,747,339160
"Игровой компьютер RTX 5060 8GB RAM 32GB SSD 512GB 2650v2 (Intel Xeon E5-2650V2, RAM 32 ГБ, SSD 512 Г",INTEL,XEON,26,NVIDIA,RTX,5060,32,512,323,499825
"(Intel Core i9-12900F, RAM 32 ГБ, SSD 2000 ГБ, NVIDIA GeForce RTX 4070 Ti SUPER (16 Гб), Windows 10 ",INTEL,I9,12,NVIDIA,RTX,4070,32,2000,64,1657430
"Форс D4 (Intel Core i5-14400F, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5070 (12 Гб), Windows 11 P",INTEL,I5,14,NVIDIA,RTX,5070,32,1000,104,1172775
"Компьютер Lenovo M79 (AMD PRO A8-8600B, RAM 16 ГБ, SSD 240 ГБ, AMD Radeon R7, Windows 10 Pro), черны",AMD,OTHER_AMD,0,AMD,OTHER_AMD,0,16,240,7,151535
"Игровой компьютер RTX 2060 SUPER 8GB RAM 64GB SSD 1024GB 2650v2 (Intel Xeon E5-2650V2, RAM 64 ГБ, SS",INTEL,XEON,26,NVIDIA,RTX,2060,64,1024,323,433211
"Игровой компьютер RX 570 4GB RAM 64GB SSD 1024GB 2650v2 (Intel Xeon E5-2650V2, RAM 64 ГБ, SSD 1024 Г",INTEL,XEON,26,AMD,RX,570,64,1024,323,341820
"Игровой компьютер ПК (Intel Core Ultra 9 285K, RAM 64 ГБ, SSD 4096 ГБ, NVIDIA GeForce RTX 5080 (16 Г",INTEL,ULTRA CORE,2,NVIDIA,RTX,5080,64,4096,0,11582600
"Lenovo m79 (AMD A10-7800, RAM 8 ГБ, AMD Radeon R7, Без ОС), черно-серый 4.6 635 отзывов 1 января",AMD,OTHER_AMD,0,AMD,OTHER_AMD,0,8,0,635,44587
"Игровой компьютер GTX 1660 SUPER 6GB RAM 64GB SSD 1024GB 2680v4 (Intel Xeon E5-2680V4, RAM 64 ГБ, SS",INTEL,XEON,26,NVIDIA,GTX,1660,64,1024,323,506113
"Chili Peppers (Intel Core i5-12400F, RAM 32 ГБ, SSD 960 ГБ, NVIDIA GeForce RTX 4060 (8 Гб), Windows ",INTEL,I5,12,NVIDIA,RTX,4060,32,960,233,880532
"Игровой компьютер ПК (Intel Core Ultra 9 285K, RAM 64 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5080 (16 Г",INTEL,ULTRA CORE,2,NVIDIA,RTX,5080,64,1024,0,10827626
"(AMD PRO A8-8650B, RAM 8 ГБ, SSD 240 ГБ, AMD Radeon R7, Windows), черный 2 января",AMD,OTHER_AMD,0,AMD,OTHER_AMD,0,8,240,0,49068
"(Intel Core i5-3570, RAM 8 ГБ, SSD 480 ГБ, Intel HD Graphics 2500, Без ОС), черный 1 января",INTEL,I5,3,INTEL,INTEGRATED_INTEL,0,8,480,0,132363
"Игровой компьютер (Intel Xeon E5-2650V2, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 2060 SUPER (8 Гб)",INTEL,XEON,26,NVIDIA,RTX,2060,16,512,747,408955
"Титан D4 (Intel Core i7-12700F, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5070 (12 Гб), Windows 11 ",INTEL,I7,12,NVIDIA,RTX,5070,32,1000,104,1400363
"Игровой компьютер (AMD Ryzen 5 5500, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 2060 SUPER (8 Гб), Wi",AMD,RYZEN 5,55,NVIDIA,RTX,2060,16,512,747,461441
"(Intel Core i7-4790, RAM 8 ГБ, SSD 240 ГБ, Intel HD Graphics 4600, Windows 10 Pro), черный матовый 1",INTEL,I7,4,INTEL,INTEGRATED_INTEL,0,8,240,0,138978
"EasyOffice (AMD PRO A10-7800B, RAM 8 ГБ, SSD 120 ГБ, AMD Radeon, Windows 10 Pro), черный 3 января",AMD,OTHER_AMD,0,AMD,OTHER_AMD,0,8,120,0,85444
"Игровой компьютер (Intel Core i7-7700, RAM 32 ГБ, SSD 1024 ГБ, AMD Radeon RX 580 (8 Гб), Windows 10 ",INTEL,I7,7,AMD,RX,580,32,1024,747,357659
"Игровой компьютер (Intel Core i5-2400, RAM 16 ГБ, SSD 512 ГБ, Intel HD Graphics 2000, Windows 10 Pro",INTEL,I5,2,INTEL,INTEGRATED_INTEL,0,16,512,747,171902
"Игровой компьютер (Intel Core i5-12400F, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5060 (8 Гб), Win",INTEL,I5,12,NVIDIA,RTX,5060,32,1024,747,820861
"(Intel Core i5-12400F, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3060 (12 Гб), Windows 11 Pro), чер",INTEL,I5,12,NVIDIA,RTX,3060,16,1024,5,716952
"Игровой компьютер (AMD Ryzen 7 9800X3D, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5070 (12 Гб), Win",AMD,RYZEN 7,98,NVIDIA,RTX,5070,32,1024,753,1703002
"Игровой компьютер ПК системный блок Роскомп (Intel Core Ultra 9 285K, RAM 64 ГБ, SSD 4096 ГБ, NVIDIA",INTEL,ULTRA CORE,2,NVIDIA,RTX,5080,64,4096,0,11508966
"(AMD A10-7800, RAM 8 ГБ, SSD 240 ГБ, AMD Radeon R7, Windows), черный 2 января",AMD,OTHER_AMD,0,AMD,OTHER_AMD,0,8,240,0,50703
"Игровой компьютер (Intel Core i3-2100, RAM 16 ГБ, SSD 256 ГБ, Intel HD Graphics 2000, Windows 10 Pro",INTEL,I3,2,INTEL,INTEGRATED_INTEL,0,16,256,74,139476
"(AMD Ryzen 5 2600, RAM 16 ГБ, SSD 256 ГБ, NVIDIA GeForce RTX 4060 (8 Гб), Windows 11 Pro), черный 4.",AMD,RYZEN 5,26,NVIDIA,RTX,4060,16,256,33,580245
"Игровой компьютер ПК (Intel Core Ultra 9 285K, RAM 64 ГБ, SSD 4096 ГБ, NVIDIA GeForce RTX 5080 (16 Г",INTEL,ULTRA CORE,2,NVIDIA,RTX,5080,64,4096,0,11501757
"(AMD PRO A8-8650B, RAM 8 ГБ, SSD 120 ГБ, AMD Radeon R7, Windows), черный 2 января",AMD,OTHER_AMD,0,AMD,OTHER_AMD,0,8,120,0,46320
"(Intel Core i3-2100, RAM 8 ГБ, SSD 120 ГБ, Intel HD Graphics 2000, Windows 10 Home), черный матовый ",INTEL,I3,2,INTEL,INTEGRATED_INTEL,0,8,120,0,94823
